k162a,k162b,k20a1,k82a,k82b,k11,b5,a4a,a3a,a6a,l1,b2a,b2b,b4,b4a,b3a,b7,b7a,d2,n3,f1,k21,k6,k9,k3a,k3bc,k3e,k3f,k3dgh,k5a,k5bc,k5e,k5f,k14a,k14b,k14c,k14d,k15a,k33,k38,b6b,c22b,h1,h5,h8,l9b,l10,c6,c7,c9a,c10,k30,c30a,j30f,j30e,e30,d30a,j30a,j30b,k17,m1a,firm_age,registration_age,sales_growth,d2_win,n3_win,k11_win,k15a_win,l1_win,c7_win,ln_sales,ln_sales3,ln_loan,ln_employees,ln_collateral,sector_label,region_label,size_label,sme_size,credit_uptake,has_credit,loan_approved,creditworthy
1.0,1.0,,0.0,0.0,,2008.0,1,5,2,8.0,100.0,0.0,1.0,60.0,0.0,6.0,1.0,54000000.0,30000000.0,75.0,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,80.0,,0.0,0.0,0.0,0.0,80.0,0.0,1.0,,0.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,,1.0,16.0,,80.0,54000000.0,30000000.0,,,8.0,,17.804494623047066,17.216707972959764,,2.1972245773362196,,Food,South South,Medium,Small,1.0,0.0,,0
0.0,0.0,,0.0,0.0,,,1,5,2,20.0,100.0,0.0,0.0,,0.0,1.0,0.0,90000000.0,,70.0,0.0,0.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,90000000.0,,,,20.0,,18.31532023940565,,,3.044522437723423,,Food,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2012.0,2,5,1,7.0,100.0,0.0,0.0,,1.0,15.0,0.0,12000000.0,16000000.0,,0.0,1.0,,60.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,,,,,,100.0,60.0,2014.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,12.0,,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,12.0,10.0,-25.0,12000000.0,16000000.0,,,7.0,12.0,16.300417291085605,16.588099342704055,,2.0794415416798357,,Garments,South South,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2008.0,6,5,2,5.0,100.0,0.0,0.0,,0.0,20.0,0.0,120000000.0,170000000.0,,1.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,100.0,,0.0,0.0,0.0,0.0,100.0,1.0,1.0,20.0,20.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,16.0,,-29.411764705882355,120000000.0,170000000.0,,,5.0,20.0,18.603002309079653,18.951309000896888,,1.791759469228055,,Retail,South South,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1993.0,1,4,2,15.0,100.0,0.0,0.0,,1.0,33.0,0.0,25000000.0,20000000.0,80.0,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,35.0,1995.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,30.0,,1.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,31.0,29.0,25.0,25000000.0,20000000.0,,,15.0,30.0,17.034386422832473,16.811242881518265,,2.772588722239781,,Food,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2000.0,2,3,1,9.0,100.0,0.0,0.0,,1.0,30.0,0.0,22000000.0,18000000.0,90.0,1.0,1.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,40.0,2005.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,3.0,,1.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,8.0,24.0,19.0,22.22222222222222,22000000.0,18000000.0,,,9.0,3.0,16.906553056777135,16.705882371415992,,2.302585092994046,,Garments,North West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2019.0,1,3,3,102.0,100.0,0.0,0.0,,0.0,10.0,0.0,360000000.0,240000000.0,99.0,1.0,1.0,,0.0,0.0,0.0,100.0,0.0,,,,,,,,,,70.0,70.0,2019.0,0.0,0.0,0.0,0.0,,1.0,1.0,21.0,,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,8.0,5.0,5.0,50.0,360000000.0,240000000.0,,,102.0,21.0,19.701614592192207,19.29614948547293,,4.634728988229636,,Food,North West,Large,Large,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1994.0,1,3,2,43.0,100.0,0.0,0.0,,1.0,20.0,0.0,590000000.0,520000000.0,,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,80.0,90.0,1993.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.0,4.0,2.0,0.0,1.0,4.0,3.0,2.0,3.0,8.0,30.0,31.0,13.461538461538462,590000000.0,520000000.0,,,43.0,,20.195633096558954,20.069339371462824,,3.784189633918261,,Food,North West,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2014.0,2,3,1,8.0,100.0,0.0,0.0,,1.0,20.0,0.0,14500000.0,8000000.0,95.0,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,80.0,90.0,2014.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,8.0,10.0,10.0,81.25,14500000.0,8000000.0,,,8.0,,16.489659276356317,15.894952224644102,,2.1972245773362196,,Garments,North West,Small,Small,0.0,0.0,,0
1.0,1.0,1.0,1.0,1.0,150000.0,2014.0,7,1,1,6.0,100.0,0.0,0.0,,1.0,18.0,0.0,1500000.0,1000000.0,,0.0,1.0,3.0,60.0,0.0,10.0,0.0,0.0,,,,,,,,,,70.0,80.0,2015.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,20.0,0.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,,8.0,10.0,9.0,50.0,1572000.0,1000000.0,150000.0,,6.0,20.0,14.267859888103402,13.815511557963774,11.918397239722838,1.9459101490553132,,Other Services,North Central,Small,Small,1.0,1.0,1.0,0
0.0,0.0,,1.0,1.0,150000.0,1993.0,7,1,1,8.0,100.0,0.0,0.0,,1.0,28.0,0.0,10000000.0,9000000.0,,0.0,1.0,1.0,40.0,0.0,30.0,0.0,0.0,,,,,,,,,,80.0,70.0,1993.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,8.0,31.0,31.0,11.11111111111111,10000000.0,9000000.0,150000.0,,8.0,,16.118095750958314,16.012735246411598,11.918397239722838,2.1972245773362196,,Other Services,North Central,Small,Small,0.0,1.0,,0
0.0,0.0,,1.0,1.0,100000.0,2015.0,6,1,1,6.0,100.0,0.0,0.0,,1.0,18.0,0.0,5000000.0,4000000.0,,0.0,1.0,3.0,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,70.0,2015.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,20.0,10.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,8.0,9.0,9.0,25.0,5000000.0,4000000.0,100000.0,,6.0,20.0,15.424948670398354,15.201805169084134,11.51293546492023,1.9459101490553132,,Retail,North Central,Small,Small,0.0,1.0,,0
0.0,0.0,,0.0,0.0,,2009.0,7,5,1,5.0,100.0,0.0,0.0,,1.0,10.0,0.0,6000000.0,4400000.0,,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,80.0,,0.0,0.0,0.0,0.0,100.0,0.0,1.0,,0.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,15.0,,36.36363636363637,6000000.0,4400000.0,,,5.0,,15.607270193858982,15.29711532616119,,1.791759469228055,,Other Services,South South,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2010.0,6,5,1,6.0,100.0,0.0,0.0,,1.0,12.0,0.0,55000000.0,40000000.0,,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,80.0,,0.0,1.0,1.0,0.0,100.0,1.0,1.0,8.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,14.0,,37.5,55000000.0,40000000.0,,,6.0,8.0,17.822843761378564,17.50439003707821,,1.9459101490553132,,Retail,South South,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2005.0,6,5,2,5.0,100.0,0.0,0.0,,1.0,20.0,1.0,10000000.0,,,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,70.0,,0.0,0.0,0.0,0.0,100.0,1.0,1.0,,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,19.0,,,10000000.0,,,,5.0,,16.118095750958314,,,1.791759469228055,,Retail,South South,Medium,Small,0.0,0.0,,0
1.0,1.0,1.0,1.0,0.0,6000000.0,2006.0,4,5,1,6.0,100.0,0.0,0.0,,1.0,30.0,0.0,30000000.0,20000000.0,50.0,1.0,1.0,2.0,40.0,0.0,30.0,0.0,0.0,40.0,0.0,30.0,0.0,,,,,,60.0,50.0,2014.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,26.0,80.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,,1.0,18.0,10.0,50.0,30000000.0,20000000.0,6000000.0,,6.0,26.0,17.216707972959764,16.811242881518265,15.607270193858982,1.9459101490553132,,Other Manufacturing,South South,Small,Small,1.0,1.0,1.0,1
0.0,0.0,,0.0,1.0,500000.0,2001.0,6,3,2,24.0,100.0,0.0,0.0,,1.0,35.0,0.0,12500000.0,6900000.0,,1.0,1.0,1.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000000.0,70.0,80.0,2005.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,10.0,,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,5.0,23.0,19.0,81.15942028985508,12500000.0,6900000.0,500000.0,1000000.0,24.0,10.0,16.341239282272525,15.747032114495013,13.122365377402328,3.2188758248682006,13.815511557963774,Retail,North West,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1990.0,6,6,1,8.0,100.0,0.0,0.0,,1.0,35.0,0.0,100000000.0,80000000.0,,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,30.0,70.0,1998.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,20.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,34.0,26.0,25.0,100000000.0,80000000.0,,,8.0,20.0,18.420680753952364,18.197537205138154,,2.1972245773362196,,Retail,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2000.0,6,6,1,10.0,100.0,0.0,0.0,,1.0,25.0,0.0,30000000.0,20000000.0,80.0,0.0,1.0,,70.0,0.0,0.0,20.0,0.0,,,,,,,,,,80.0,90.0,2021.0,1.0,0.0,1.0,0.0,95.0,0.0,1.0,6.0,,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,8.0,24.0,3.0,50.0,30000000.0,20000000.0,,,10.0,6.0,17.216707972959764,16.811242881518265,,2.3978952727983707,,Retail,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2020.0,6,6,1,5.0,100.0,0.0,1.0,100.0,1.0,4.0,1.0,6000000.0,7500000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,40.0,70.0,2020.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,6.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,8.0,4.0,4.0,-20.0,6000000.0,7500000.0,,,5.0,6.0,15.607270193858982,15.830413711839864,,1.791759469228055,,Retail,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1995.0,7,4,1,4.0,100.0,0.0,0.0,,0.0,30.0,0.0,19000000.0,15000000.0,100.0,0.0,1.0,,70.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,50.0,50.0,1995.0,0.0,1.0,1.0,0.0,100.0,0.0,1.0,3.0,,1.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,29.0,29.0,26.666666666666668,19000000.0,15000000.0,,,4.0,3.0,16.759949589762293,16.52356082573315,,1.6094379124341003,,Other Services,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1998.0,7,4,1,7.0,100.0,0.0,0.0,,0.0,27.0,0.0,130000000.0,72000000.0,,0.0,1.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,50.0,1998.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,4.0,0.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,26.0,26.0,80.55555555555556,130000000.0,72000000.0,,,7.0,4.0,18.683045016112164,18.09217669086922,,2.0794415416798357,,Other Services,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2006.0,7,4,2,14.0,100.0,0.0,0.0,,0.0,10.0,0.0,23000000.0,17000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,30.0,30.0,2010.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,,,0.0,4.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,18.0,14.0,35.294117647058826,23000000.0,17000000.0,,,14.0,,16.951004817371683,16.648723960844016,,2.70805020110221,,Other Services,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2010.0,7,4,2,32.0,100.0,0.0,0.0,,0.0,6.0,0.0,46000000.0,36000000.0,,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,100.0,100.0,2010.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,2.0,,1.0,4.0,4.0,3.0,1.0,2.0,0.0,4.0,2.0,2.0,1.0,14.0,14.0,27.77777777777778,46000000.0,36000000.0,,,32.0,2.0,17.6441519761925,17.399029524198163,,3.4965075614664802,,Other Services,South East,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2001.0,7,1,2,45.0,100.0,0.0,1.0,11.0,1.0,21.0,1.0,414000000.0,350000000.0,,1.0,1.0,,80.0,0.0,0.0,20.0,0.0,,,,,,,,,,90.0,100.0,2001.0,1.0,0.0,0.0,0.0,80.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,14.0,23.0,23.0,18.285714285714285,414000000.0,350000000.0,,,45.0,2.0,19.841376534205047,19.673443715304877,,3.828641396489095,,Other Services,North Central,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,1.0,25000000.0,2001.0,7,4,2,15.0,100.0,0.0,0.0,,0.0,5.0,0.0,150000000.0,100000000.0,,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,100000000.0,80.0,80.0,,1.0,0.0,0.0,0.0,,0.0,1.0,15.0,,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,8.0,23.0,,50.0,150000000.0,100000000.0,25000000.0,100000000.0,15.0,15.0,18.826145858727198,18.420680753952364,17.034386422832473,2.772588722239781,18.420680753952364,Other Services,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,,7,5,3,10.0,100.0,0.0,0.0,,0.0,5.0,0.0,47000000.0,38000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,75.0,80.0,,0.0,0.0,0.0,0.0,100.0,1.0,1.0,9.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,,,23.684210526315788,47000000.0,38000000.0,,,10.0,9.0,17.665658180950928,17.453096744006448,,2.3978952727983707,,Other Services,South South,Large,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1989.0,7,5,2,31.0,100.0,0.0,0.0,,0.0,,0.0,100000000.0,120000000.0,,1.0,1.0,,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,,,,,0.0,0.0,1991.0,1.0,1.0,1.0,1.0,31.0,1.0,1.0,30.0,60.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,35.0,33.0,-16.666666666666664,100000000.0,120000000.0,,,31.0,30.0,18.420680753952364,18.603002309079653,,3.4657359027997265,,Other Services,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2012.0,7,5,1,8.0,100.0,0.0,1.0,100.0,1.0,12.0,1.0,15000000.0,30000000.0,,1.0,1.0,,70.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,0.0,,,,,,40.0,20.0,2014.0,0.0,1.0,1.0,0.0,100.0,1.0,1.0,18.0,60.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,8.0,12.0,10.0,-50.0,15000000.0,30000000.0,,,8.0,18.0,16.52356082573315,17.216707972959764,,2.1972245773362196,,Other Services,South South,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2007.0,7,3,3,45.0,100.0,0.0,0.0,,0.0,19.0,0.0,180000000.0,156000000.0,,1.0,1.0,,50.0,30.0,0.0,0.0,0.0,,,,,,,,,,80.0,90.0,2007.0,1.0,0.0,0.0,0.0,100.0,1.0,0.0,,,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,8.0,17.0,17.0,15.384615384615385,180000000.0,156000000.0,,,45.0,,19.00846741441004,18.86536657162407,,3.828641396489095,,Other Services,North West,Large,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2024.0,7,3,3,35.0,100.0,0.0,0.0,,1.0,5.0,0.0,90000000.0,,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,80.0,80.0,2024.0,1.0,0.0,0.0,0.0,100.0,1.0,1.0,5.0,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,0.0,0.0,,90000000.0,,,,35.0,5.0,18.31532023940565,,,3.58351893845611,,Other Services,North West,Large,Medium,0.0,0.0,,0
0.0,0.0,,1.0,0.0,1000000.0,2012.0,7,6,2,20.0,100.0,0.0,0.0,,0.0,8.0,0.0,50000000.0,50000000.0,,0.0,1.0,3.0,80.0,0.0,10.0,0.0,0.0,,,,,,,,,,50.0,50.0,2013.0,0.0,0.0,1.0,0.0,80.0,0.0,1.0,25.0,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0,12.0,11.0,0.0,50000000.0,50000000.0,1000000.0,,20.0,25.0,17.72753358339242,17.72753358339242,13.815511557963774,3.044522437723423,,Other Services,South West,Medium,Medium,0.0,1.0,,0
0.0,1.0,4.0,0.0,0.0,,2003.0,6,4,1,5.0,100.0,0.0,0.0,,0.0,20.0,0.0,20000000.0,16000000.0,,0.0,1.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,70.0,2011.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,10.0,0.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,,1.0,21.0,13.0,25.0,20000000.0,16000000.0,,,5.0,10.0,16.811242881518265,16.588099342704055,,1.791759469228055,,Retail,South East,Small,Small,0.0,0.0,0.0,0
0.0,0.0,,0.0,0.0,,2013.0,6,4,1,5.0,100.0,0.0,0.0,,1.0,11.0,0.0,14000000.0,9000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,70.0,2014.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,11.0,10.0,55.55555555555556,14000000.0,9000000.0,,,5.0,,16.454567959008102,16.012735246411598,,1.791759469228055,,Retail,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2009.0,6,4,1,6.0,100.0,0.0,0.0,,1.0,15.0,0.0,40000000.0,25000000.0,,0.0,1.0,,70.0,0.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,,,,,,80.0,95.0,2021.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,60.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,6.0,15.0,3.0,60.0,40000000.0,25000000.0,,,6.0,60.0,17.50439003707821,17.034386422832473,,1.9459101490553132,,Retail,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1999.0,1,4,2,15.0,100.0,0.0,1.0,100.0,1.0,20.0,1.0,200000000.0,150000000.0,100.0,0.0,1.0,,50.0,0.0,0.0,40.0,0.0,,,,,,,,,,70.0,80.0,2011.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,40.0,20.0,1.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,25.0,13.0,33.33333333333333,200000000.0,150000000.0,,,15.0,40.0,19.11382792951231,18.826145858727198,,2.772588722239781,,Food,South East,Medium,Small,0.0,0.0,,0
1.0,1.0,3.0,0.0,0.0,,2010.0,7,5,1,7.0,100.0,0.0,0.0,,1.0,25.0,0.0,20000000.0,8000000.0,80.0,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,70.0,80.0,2014.0,0.0,1.0,0.0,0.0,100.0,0.0,1.0,10.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,,8.0,14.0,10.0,150.0,20000000.0,8000000.0,,,7.0,10.0,16.811242881518265,15.894952224644102,,2.0794415416798357,,Other Services,South South,Small,Small,1.0,0.0,0.0,0
0.0,0.0,,1.0,0.0,4300000.0,1999.0,2,5,1,5.0,100.0,0.0,0.0,,1.0,26.0,0.0,7000000.0,5000000.0,,0.0,1.0,1.0,30.0,0.0,50.0,20.0,0.0,,,,,,,,,,5.0,10.0,2024.0,0.0,1.0,1.0,0.0,100.0,1.0,1.0,16.0,,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,25.0,0.0,40.0,7000000.0,5000000.0,4300000.0,,5.0,16.0,15.76142084987672,15.424948670398354,15.274125813221904,1.791759469228055,,Garments,South South,Small,Small,0.0,1.0,,0
0.0,0.0,,0.0,0.0,,1996.0,2,4,1,10.0,100.0,0.0,0.0,,1.0,31.0,0.0,25000000.0,20000000.0,60.0,0.0,1.0,,,,,75.0,,10.0,0.0,0.0,75.0,,,,,,60.0,50.0,2017.0,1.0,1.0,0.0,0.0,60.0,0.0,1.0,15.0,,1.0,0.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,28.0,7.0,25.0,25000000.0,20000000.0,,,10.0,15.0,17.034386422832473,16.811242881518265,,2.3978952727983707,,Garments,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2016.0,6,3,1,4.0,100.0,0.0,0.0,,1.0,30.0,0.0,12500000.0,8000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,80.0,2016.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,8.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,8.0,8.0,56.25,12500000.0,8000000.0,,,4.0,8.0,16.341239282272525,15.894952224644102,,1.6094379124341003,,Retail,North West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2015.0,6,6,1,6.0,100.0,0.0,1.0,60.0,0.0,6.0,1.0,12300000.0,8000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,80.0,2015.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,3.0,,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,14.0,9.0,9.0,53.75,12300000.0,8000000.0,,,6.0,3.0,16.325109901643454,15.894952224644102,,1.9459101490553132,,Retail,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2012.0,2,2,1,16.0,100.0,0.0,0.0,,1.0,20.0,0.0,5000000.0,25000000.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,0.0,2014.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,12.0,10.0,-80.0,5000000.0,25000000.0,,,16.0,,15.424948670398354,17.034386422832473,,2.833213344056216,,Garments,North East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2001.0,3,2,1,6.0,100.0,0.0,1.0,60.0,1.0,24.0,1.0,20000000.0,12000000.0,,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,60.0,70.0,2009.0,0.0,1.0,1.0,0.0,75.0,1.0,1.0,12.0,,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,23.0,15.0,66.66666666666666,20000000.0,12000000.0,,,6.0,12.0,16.811242881518265,16.300417291085605,,1.9459101490553132,,Fabricated Metals,North East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2001.0,3,2,1,4.0,100.0,0.0,0.0,,1.0,30.0,0.0,10000000.0,5000000.0,,0.0,1.0,,60.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,,,85.0,95.0,2013.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,4.0,,,3.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,23.0,11.0,100.0,10000000.0,5000000.0,,,4.0,4.0,16.118095750958314,15.424948670398354,,1.6094379124341003,,Fabricated Metals,North East,Small,Small,0.0,0.0,,0
1.0,0.0,3.0,0.0,0.0,,2015.0,4,2,1,5.0,100.0,0.0,0.0,,1.0,15.0,0.0,15000000.0,5000000.0,100.0,1.0,1.0,,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,,,70.0,70.0,2024.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,4.0,,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,,1.0,9.0,0.0,200.0,15000000.0,5000000.0,,,5.0,4.0,16.52356082573315,15.424948670398354,,1.791759469228055,,Other Manufacturing,North East,Small,Small,1.0,0.0,0.0,0
0.0,0.0,,0.0,0.0,,2009.0,2,2,2,25.0,100.0,0.0,0.0,,1.0,17.0,0.0,35000000.0,25000000.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,10.0,10.0,2015.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,15.0,9.0,40.0,35000000.0,25000000.0,,,25.0,,17.370858648025116,17.034386422832473,,3.258096538021482,,Garments,North East,Medium,Medium,0.0,0.0,,0
