k162a,k162b,k20a1,k82a,k82b,k11,b5,a4a,a3a,a6a,l1,b2a,b2b,b4,b4a,b3a,b7,b7a,d2,n3,f1,k21,k6,k9,k3a,k3bc,k3e,k3f,k3dgh,k5a,k5bc,k5e,k5f,k14a,k14b,k14c,k14d,k15a,k33,k38,b6b,c22b,h1,h5,h8,l9b,l10,c6,c7,c9a,c10,k30,c30a,j30f,j30e,e30,d30a,j30a,j30b,k17,m1a,firm_age,registration_age,sales_growth,d2_win,n3_win,k11_win,k15a_win,l1_win,c7_win,ln_sales,ln_sales3,ln_loan,ln_employees,ln_collateral,sector_label,region_label,size_label,sme_size,credit_uptake,has_credit,loan_approved,creditworthy
0.0,0.0,,0.0,0.0,,2014.0,7,5,1,13.0,100.0,0.0,0.0,,0.0,5.0,1.0,30000000.0,20000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,90.0,2017.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,10.0,10.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,8.0,10.0,7.0,50.0,30000000.0,20000000.0,,,13.0,10.0,17.216707972959764,16.811242881518265,,2.639057329615259,,Other Services,South South,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2010.0,5,5,2,32.0,100.0,0.0,0.0,,1.0,10.0,0.0,200000000.0,130000000.0,,1.0,1.0,,50.0,10.0,0.0,0.0,20.0,,,,,,,,,,90.0,80.0,2010.0,1.0,0.0,0.0,0.0,70.0,0.0,1.0,15.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,14.0,53.84615384615385,200000000.0,130000000.0,,,32.0,15.0,19.11382792951231,18.683045016112164,,3.4965075614664802,,Professional Activities,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,,1.0,,2009.0,7,5,1,18.0,100.0,0.0,0.0,,0.0,16.0,1.0,10000000.0,,,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,90.0,100.0,2002.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,3.0,20.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,15.0,22.0,,10000000.0,,,,18.0,3.0,16.118095750958314,,,2.9444389791664403,,Other Services,South South,Small,Small,0.0,,,0
0.0,0.0,,0.0,0.0,,2014.0,5,5,2,5.0,100.0,0.0,1.0,20.0,1.0,5.0,1.0,30000000.0,20000000.0,,1.0,1.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,65.0,2014.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,10.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,13.0,10.0,10.0,50.0,30000000.0,20000000.0,,,5.0,10.0,17.216707972959764,16.811242881518265,,1.791759469228055,,Professional Activities,South South,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2002.0,4,5,3,210.0,100.0,0.0,0.0,,0.0,10.0,0.0,900000000.0,500000000.0,100.0,1.0,1.0,,60.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,,,,,,60.0,90.0,2002.0,0.0,0.0,1.0,0.0,50.0,0.0,1.0,15.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,14.0,22.0,22.0,80.0,900000000.0,500000000.0,,,210.0,15.0,20.617905322399697,20.030118658386467,,5.351858133476067,,Other Manufacturing,South South,Large,Large,0.0,0.0,,0
0.0,0.0,,0.0,1.0,5000000.0,1986.0,5,5,2,7.0,100.0,0.0,0.0,,1.0,39.0,0.0,30000000.0,15000000.0,,0.0,1.0,1.0,40.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,0.0,,,,,,70.0,90.0,1986.0,0.0,1.0,1.0,0.0,100.0,0.0,1.0,20.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,38.0,38.0,100.0,30000000.0,15000000.0,5000000.0,,7.0,20.0,17.216707972959764,16.52356082573315,15.424948670398354,2.0794415416798357,,Professional Activities,South South,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2011.0,7,5,3,110.0,100.0,0.0,0.0,,1.0,25.0,0.0,,500000000.0,,0.0,1.0,,90.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,,,,,,95.0,95.0,2011.0,1.0,1.0,1.0,0.0,99.0,1.0,1.0,30.0,,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,7.0,8.0,13.0,13.0,,,500000000.0,,,110.0,30.0,,20.030118658386467,,4.709530201312334,,Other Services,South South,Large,Large,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,5,5,2,50.0,100.0,0.0,0.0,,0.0,10.0,0.0,700000000.0,100000000.0,100.0,1.0,1.0,,60.0,10.0,0.0,0.0,0.0,,,,,,,,,,95.0,90.0,2017.0,0.0,0.0,1.0,0.0,30.0,0.0,1.0,10.0,10.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,14.0,7.0,7.0,500.0,700000000.0,100000000.0,,,50.0,10.0,20.36659089443625,18.420680753952364,,3.9318256327243257,,Professional Activities,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,4,5,2,42.0,100.0,0.0,1.0,40.0,1.0,20.0,0.0,400000000.0,200000000.0,100.0,0.0,1.0,,0.0,100.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,,,,,,80.0,80.0,2017.0,1.0,1.0,1.0,0.0,30.0,0.0,0.0,,,1.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0,7.0,100.0,400000000.0,200000000.0,,,42.0,,19.806975107572256,19.11382792951231,,3.7612001156935624,,Other Manufacturing,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2015.0,5,5,1,20.0,100.0,0.0,0.0,,0.0,7.0,0.0,20000000.0,10000000.0,100.0,1.0,1.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,80.0,2017.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,9.0,10.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,8.0,9.0,7.0,100.0,20000000.0,10000000.0,,,20.0,9.0,16.811242881518265,16.118095750958314,,3.044522437723423,,Professional Activities,South South,Small,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1992.0,3,5,1,5.0,100.0,0.0,1.0,10.0,1.0,28.0,0.0,,,,0.0,0.0,,70.0,0.0,0.0,20.0,10.0,,,,,,,,,,10.0,5.0,1992.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,15.0,70.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,32.0,32.0,,,,,,5.0,15.0,,,,1.791759469228055,,Fabricated Metals,South South,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2010.0,7,5,2,25.0,100.0,0.0,1.0,100.0,0.0,5.0,1.0,50000000.0,20000000.0,,0.0,1.0,,50.0,30.0,0.0,0.0,0.0,,,,,,,,,,95.0,95.0,2010.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,15.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,14.0,14.0,14.0,150.0,50000000.0,20000000.0,,,25.0,15.0,17.72753358339242,16.811242881518265,,3.258096538021482,,Other Services,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,,1.0,,,6,5,3,105.0,100.0,0.0,1.0,,1.0,7.0,0.0,500000000.0,350000000.0,100.0,1.0,1.0,,50.0,10.0,0.0,10.0,20.0,100.0,0.0,0.0,0.0,,,,,,70.0,50.0,,1.0,0.0,0.0,0.0,100.0,0.0,1.0,5.0,25.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,14.0,,,42.857142857142854,500000000.0,350000000.0,,,105.0,5.0,20.030118658386467,19.673443715304877,,4.663439094112067,,Retail,South South,Large,Large,0.0,,,0
0.0,0.0,,0.0,1.0,5000000.0,2018.0,5,1,2,12.0,100.0,0.0,1.0,40.0,0.0,4.0,1.0,25000000.0,20000000.0,,0.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,,,,,,100.0,100.0,2018.0,1.0,0.0,0.0,0.0,100.0,1.0,1.0,12.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,6.0,6.0,25.0,25000000.0,20000000.0,5000000.0,,12.0,12.0,17.034386422832473,16.811242881518265,15.424948670398354,2.5649493574615367,,Professional Activities,North Central,Medium,Small,0.0,0.0,,0
,,,1.0,1.0,,2013.0,3,5,1,8.0,100.0,0.0,0.0,,0.0,5.0,1.0,180000000.0,250000000.0,60.0,,1.0,1.0,20.0,45.0,5.0,25.0,5.0,,,,,1.0,0.0,0.0,0.0,,95.0,,2014.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,10.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,11.0,10.0,-28.000000000000004,180000000.0,250000000.0,,,8.0,10.0,19.00846741441004,19.33697147982652,,2.1972245773362196,,Fabricated Metals,South South,Small,Small,,1.0,,0
0.0,0.0,,0.0,0.0,,2017.0,5,5,2,20.0,100.0,0.0,1.0,100.0,0.0,6.0,0.0,10000000.0,3000000.0,,0.0,1.0,,50.0,0.0,0.0,20.0,0.0,,,,,,,,,,60.0,70.0,2017.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,15.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,15.0,7.0,7.0,233.33333333333334,10000000.0,3000000.0,,,20.0,15.0,16.118095750958314,14.914123179965662,,3.044522437723423,,Professional Activities,South South,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2016.0,5,6,2,6.0,100.0,0.0,0.0,,1.0,5.0,0.0,10000000.0,,,0.0,1.0,,0.0,0.0,0.0,0.0,40.0,,,,,,,,,,100.0,100.0,2016.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,25.0,,1.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,8.0,8.0,8.0,,10000000.0,,,,6.0,25.0,16.118095750958314,,,1.9459101490553132,,Professional Activities,South West,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2004.0,5,6,2,3.0,100.0,0.0,0.0,,1.0,20.0,0.0,6000000.0,3000000.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,85.0,100.0,2021.0,1.0,0.0,0.0,0.0,,1.0,1.0,15.0,,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,8.0,20.0,3.0,100.0,6000000.0,3000000.0,,,4.0,15.0,15.607270193858982,14.914123179965662,,1.6094379124341003,,Professional Activities,South West,Medium,Small,0.0,0.0,,0
1.0,1.0,1.0,1.0,1.0,2000000.0,2022.0,5,6,1,3.0,100.0,0.0,1.0,20.0,1.0,3.0,0.0,17000000.0,15000000.0,,0.0,1.0,3.0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,3000000.0,60.0,100.0,2022.0,1.0,1.0,1.0,1.0,70.0,1.0,0.0,,,1.0,3.0,1.0,,4.0,3.0,3.0,4.0,4.0,,1.0,2.0,2.0,13.333333333333334,17000000.0,15000000.0,2000000.0,3000000.0,4.0,,16.648723960844016,16.52356082573315,14.508658238524095,1.6094379124341003,14.914123179965662,Professional Activities,South West,Small,Small,1.0,1.0,1.0,0
0.0,1.0,1.0,1.0,1.0,25000000.0,1995.0,7,4,2,15.0,100.0,0.0,0.0,,1.0,29.0,0.0,25000000.0,30000000.0,,0.0,1.0,1.0,40.0,20.0,0.0,0.0,20.0,,,,,1.0,0.0,0.0,0.0,5000000.0,90.0,90.0,1995.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0,20.0,,1.0,1.0,4.0,2.0,3.0,0.0,1.0,4.0,4.0,,13.0,29.0,29.0,-16.666666666666664,25000000.0,30000000.0,25000000.0,5000000.0,15.0,20.0,17.034386422832473,17.216707972959764,17.034386422832473,2.772588722239781,15.424948670398354,Other Services,South East,Medium,Small,0.0,1.0,1.0,0
0.0,0.0,,0.0,0.0,,2017.0,5,4,2,10.0,100.0,0.0,0.0,,1.0,10.0,0.0,40000000.0,25000000.0,,0.0,1.0,,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,,,,,,100.0,80.0,2017.0,1.0,0.0,0.0,0.0,90.0,1.0,1.0,25.0,60.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,13.0,7.0,7.0,60.0,40000000.0,25000000.0,,,10.0,25.0,17.50439003707821,17.034386422832473,,2.3978952727983707,,Professional Activities,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2001.0,1,4,3,171.0,100.0,0.0,0.0,,1.0,20.0,0.0,5000000000.0,3000000000.0,80.0,1.0,1.0,,60.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,80.0,2002.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,20.0,,1.0,0.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,8.0,23.0,22.0,66.66666666666666,5000000000.0,3000000000.0,,,171.0,20.0,22.33270374958051,21.821878125947855,,5.147494476813453,,Food,South East,Large,Large,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2014.0,5,4,2,25.0,100.0,0.0,0.0,,1.0,15.0,0.0,500000000.0,200000000.0,50.0,0.0,1.0,,40.0,0.0,0.0,30.0,0.0,,,,,,,,,,80.0,80.0,2014.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,26.0,,1.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,10.0,10.0,150.0,500000000.0,200000000.0,,,25.0,26.0,20.030118658386467,19.11382792951231,,3.258096538021482,,Professional Activities,South East,Medium,Medium,0.0,0.0,,0
0.0,0.0,,1.0,1.0,2000000.0,2021.0,5,4,2,5.0,100.0,0.0,1.0,100.0,1.0,5.0,1.0,12000000.0,8400000.0,100.0,0.0,1.0,3.0,40.0,0.0,10.0,10.0,10.0,40.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,5000000.0,90.0,95.0,2021.0,1.0,0.0,0.0,1.0,90.0,1.0,1.0,20.0,20.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,42.857142857142854,12000000.0,8400000.0,2000000.0,5000000.0,5.0,20.0,16.300417291085605,15.943742382861155,14.508658238524095,1.791759469228055,15.424948670398354,Professional Activities,South East,Medium,Small,0.0,1.0,,0
1.0,1.0,1.0,1.0,1.0,10000000.0,2011.0,1,4,2,10.0,100.0,0.0,0.0,,1.0,31.0,0.0,1500000000.0,900000000.0,65.0,0.0,1.0,1.0,30.0,20.0,20.0,10.0,0.0,30.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,100000000.0,90.0,90.0,2021.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,3.0,,0.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,,1.0,13.0,3.0,66.66666666666666,1500000000.0,900000000.0,10000000.0,100000000.0,10.0,3.0,21.12873094572124,20.617905322399697,16.118095750958314,2.3978952727983707,18.420680753952364,Food,South East,Medium,Small,1.0,1.0,1.0,0
0.0,0.0,,0.0,0.0,,2012.0,1,4,1,18.0,100.0,0.0,1.0,100.0,1.0,12.0,1.0,50000000.0,50000000.0,,0.0,0.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,50.0,2013.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,15.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,12.0,11.0,0.0,50000000.0,50000000.0,,,18.0,15.0,17.72753358339242,17.72753358339242,,2.9444389791664403,,Food,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2016.0,5,4,1,6.0,100.0,0.0,0.0,,1.0,15.0,0.0,300000000.0,100000000.0,,0.0,1.0,,30.0,0.0,0.0,0.0,20.0,,,,,,,,,,100.0,100.0,2016.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,20.0,20.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,13.0,8.0,8.0,200.0,300000000.0,100000000.0,,,6.0,20.0,19.519293035953808,18.420680753952364,,1.9459101490553132,,Professional Activities,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2016.0,5,4,2,10.0,100.0,0.0,0.0,,1.0,9.0,0.0,70000000.0,50000000.0,,0.0,1.0,,20.0,0.0,0.0,30.0,20.0,,,,,,,,,,70.0,70.0,2017.0,1.0,0.0,0.0,0.0,70.0,1.0,1.0,25.0,60.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,13.0,8.0,7.0,40.0,70000000.0,50000000.0,,,10.0,25.0,18.064005814299346,17.72753358339242,,2.3978952727983707,,Professional Activities,South East,Medium,Small,0.0,0.0,,0
1.0,1.0,1.0,1.0,1.0,100000000.0,2000.0,5,4,2,10.0,100.0,0.0,0.0,,1.0,26.0,0.0,50000000.0,40000000.0,,1.0,1.0,1.0,10.0,30.0,30.0,0.0,30.0,10.0,30.0,30.0,0.0,1.0,0.0,1.0,1.0,500000000.0,50.0,50.0,2003.0,1.0,0.0,0.0,0.0,90.0,1.0,1.0,12.0,,1.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,,8.0,24.0,21.0,25.0,50000000.0,40000000.0,100000000.0,500000000.0,10.0,12.0,17.72753358339242,17.50439003707821,18.420680753952364,2.3978952727983707,20.030118658386467,Professional Activities,South East,Medium,Small,1.0,1.0,1.0,1
0.0,0.0,,0.0,0.0,,2015.0,5,4,2,10.0,100.0,0.0,0.0,,1.0,15.0,0.0,60000000.0,40000000.0,,0.0,1.0,,30.0,0.0,0.0,20.0,10.0,,,,,,,,,,70.0,70.0,2016.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,25.0,20.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,9.0,8.0,50.0,60000000.0,40000000.0,,,10.0,25.0,17.909855136853043,17.50439003707821,,2.3978952727983707,,Professional Activities,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1994.0,5,4,1,3.0,100.0,0.0,0.0,,1.0,31.0,0.0,7000000.0,5000000.0,,1.0,1.0,,30.0,0.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,,,,,,80.0,80.0,1994.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,20.0,20.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,30.0,30.0,40.0,7000000.0,5000000.0,,,4.0,20.0,15.76142084987672,15.424948670398354,,1.6094379124341003,,Professional Activities,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2014.0,2,4,1,10.0,100.0,0.0,1.0,100.0,0.0,10.0,0.0,25000000.0,20000000.0,90.0,0.0,1.0,,30.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,20.0,,,,,,60.0,90.0,2016.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,50.0,50.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,8.0,10.0,8.0,25.0,25000000.0,20000000.0,,,10.0,50.0,17.034386422832473,16.811242881518265,,2.3978952727983707,,Garments,South East,Small,Small,0.0,0.0,,0
,,,,,,1988.0,6,4,3,76.0,100.0,0.0,0.0,,0.0,10.0,0.0,5000000000.0,3000000000.0,,,,,,,,,,,,,,,,,,,,,1988.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,0.0,20.0,1.0,,,,,,,,,,,36.0,36.0,66.66666666666666,5000000000.0,3000000000.0,,,76.0,1.0,22.33270374958051,21.821878125947855,,4.343805421853684,,Retail,South East,Large,Medium,,,,0
0.0,0.0,,0.0,0.0,,2011.0,4,4,1,10.0,100.0,0.0,0.0,,0.0,5.0,0.0,12000000.0,10000000.0,90.0,0.0,0.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,60.0,2013.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,20.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,13.0,11.0,20.0,12000000.0,10000000.0,,,10.0,20.0,16.300417291085605,16.118095750958314,,2.3978952727983707,,Other Manufacturing,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2009.0,5,4,2,30.0,100.0,0.0,0.0,,0.0,15.0,0.0,500000000.0,200000000.0,,1.0,1.0,,30.0,0.0,0.0,30.0,0.0,,,,,,,,,,80.0,90.0,2009.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,15.0,70.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,13.0,15.0,15.0,150.0,500000000.0,200000000.0,,,30.0,15.0,20.030118658386467,19.11382792951231,,3.4339872044851463,,Professional Activities,South East,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,5,4,2,10.0,100.0,0.0,0.0,,1.0,13.0,1.0,25000000.0,18000000.0,,0.0,1.0,,40.0,0.0,0.0,30.0,20.0,,,,,,,,,,60.0,70.0,2017.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,15.0,20.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,13.0,7.0,7.0,38.88888888888889,25000000.0,18000000.0,,,10.0,15.0,17.034386422832473,16.705882371415992,,2.3978952727983707,,Professional Activities,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,1.0,1.0,20000000.0,2000.0,5,4,2,7.0,100.0,0.0,0.0,,1.0,25.0,1.0,80000000.0,50000000.0,,0.0,1.0,3.0,25.0,0.0,30.0,30.0,0.0,,,,,1.0,0.0,0.0,0.0,100000000.0,80.0,80.0,2007.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,20.0,30.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,13.0,24.0,17.0,60.0,80000000.0,50000000.0,20000000.0,100000000.0,7.0,20.0,18.197537205138154,17.72753358339242,16.811242881518265,2.0794415416798357,18.420680753952364,Professional Activities,South East,Medium,Small,0.0,1.0,,0
0.0,0.0,,0.0,0.0,,2014.0,5,4,2,15.0,100.0,0.0,0.0,,1.0,12.0,0.0,25000000.0,15000000.0,,0.0,1.0,,30.0,0.0,0.0,0.0,20.0,,,,,,,,,,80.0,80.0,2014.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,20.0,15.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,10.0,66.66666666666666,25000000.0,15000000.0,,,15.0,20.0,17.034386422832473,16.52356082573315,,2.772588722239781,,Professional Activities,South East,Medium,Small,0.0,0.0,,0
1.0,1.0,,0.0,0.0,,2005.0,2,4,1,10.0,100.0,0.0,0.0,,1.0,25.0,0.0,12000000.0,8000000.0,70.0,0.0,1.0,,30.0,0.0,0.0,20.0,10.0,30.0,0.0,0.0,20.0,,,,,,50.0,50.0,2010.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,7.0,20.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,19.0,14.0,50.0,12000000.0,8000000.0,,,10.0,7.0,16.300417291085605,15.894952224644102,,2.3978952727983707,,Garments,South East,Small,Small,1.0,0.0,,0
0.0,0.0,,0.0,0.0,,2007.0,2,4,1,7.0,100.0,0.0,1.0,100.0,1.0,35.0,1.0,8000000.0,4000000.0,,0.0,1.0,,30.0,0.0,0.0,10.0,40.0,,,,,,,,,,50.0,40.0,2009.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,29.0,,0.0,4.0,3.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,17.0,15.0,100.0,8000000.0,4000000.0,,,7.0,29.0,15.894952224644102,15.201805169084134,,2.0794415416798357,,Garments,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2015.0,5,4,1,5.0,100.0,0.0,0.0,,1.0,10.0,0.0,30000000.0,20000000.0,,0.0,1.0,,30.0,0.0,0.0,0.0,30.0,,,,,,,,,,95.0,95.0,2018.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,30.0,10.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,8.0,9.0,6.0,50.0,30000000.0,20000000.0,,,5.0,30.0,17.216707972959764,16.811242881518265,,1.791759469228055,,Professional Activities,South East,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2012.0,5,4,2,6.0,100.0,0.0,0.0,,1.0,13.0,0.0,50000000.0,28000000.0,,0.0,1.0,,20.0,0.0,0.0,0.0,30.0,,,,,,,,,,80.0,80.0,2012.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0,20.0,60.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,13.0,12.0,12.0,78.57142857142857,50000000.0,28000000.0,,,6.0,20.0,17.72753358339242,17.147715103853763,,1.9459101490553132,,Professional Activities,South East,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2003.0,7,1,3,55.0,100.0,0.0,0.0,,0.0,15.0,0.0,1840000000.0,1607000000.0,,1.0,1.0,,80.0,5.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,,,,,,75.0,90.0,1974.0,1.0,1.0,1.0,0.0,55.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,21.0,50.0,14.49906658369633,1840000000.0,1607000000.0,,,55.0,8.0,21.333031409110784,21.197634924324063,,4.02535169073515,,Other Services,North Central,Large,Medium,0.0,0.0,,0
0.0,0.0,,0.0,1.0,150000.0,2021.0,5,1,2,20.0,100.0,0.0,0.0,,1.0,2.0,0.0,30000000.0,20000000.0,,0.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,80.0,2021.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,21.0,,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,6.0,3.0,3.0,50.0,30000000.0,20000000.0,150000.0,,20.0,21.0,17.216707972959764,16.811242881518265,11.918397239722838,3.044522437723423,,Professional Activities,North Central,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,1.0,10000000.0,2020.0,4,1,2,50.0,100.0,0.0,0.0,,1.0,15.0,0.0,2500000000.0,1750000000.0,70.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,80.0,98.0,2019.0,1.0,0.0,0.0,1.0,85.0,1.0,1.0,10.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,8.0,4.0,5.0,42.857142857142854,2500000000.0,1750000000.0,10000000.0,,50.0,10.0,21.639556569220566,21.282881625453264,16.118095750958314,3.9318256327243257,,Other Manufacturing,North Central,Medium,Medium,0.0,0.0,,0
